id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
homo_sapiens_migration,Homo Sapiens Migration,,,,,,khorasan|gaul|anatolia|transoxiana|central_asian_steppe|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland|mesopotamia|levant|arabia|caucasus|egypt,50,,,Stub generated from afghanistan panel; appears in 3 panel(s); needs P6.1 enrichment
sverre_dynasty,Sverre Dynasty,,,,,monarchy,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1184,1319,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
folkung_dynasty,Folkung Dynasty,,,,,monarchy,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1250,1364,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
finland_becomes_swedish_territory,Finland Becomes Swedish Territory,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1300,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
turku,Turku,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
iceland_under_norwegian_crown,Iceland Under Norwegian Crown,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1262,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
margaret_i,Margaret I,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1387,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
finland_as_part_of_sweden,Finland As Part Of Sweden,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
danish_colonial_empire,Danish Colonial Empire,,,,,monarchy,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
finland_as_swedish_territory,Finland As Swedish Territory,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_finland,Duchy Of Finland,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1556,1563,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
loss_of_scania,Loss Of Scania,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1658,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
baltic_dominance,Baltic Dominance,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
finland_under_swedish_empire,Finland Under Swedish Empire,,,,,monarchy,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
norwegian_constitution,Norwegian Constitution,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,17,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
sweden_norway_union,Sweden Norway Union,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1814,1905,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
constitutional_monarchy,Constitutional Monarchy,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1849,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
iceland_remains_danish,Iceland Remains Danish,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
loss_of_finland_to_russia,Loss Of Finland To Russia,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1809,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
diet_of_porvoo,Diet Of Porvoo,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1809,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
helsinki_becomes_capital,Helsinki Becomes Capital,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1812,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
fennoman_movement,Fennoman Movement,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
sweden_norway_union_dissolved,Sweden Norway Union Dissolved,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1905,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
finnish_socialist_workers_republic,Finnish Socialist Workers Republic,,,,,republic,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1918,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_finland,Republic Of Finland,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1919,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_iceland,Republic Of Iceland,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1944,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
north_sea_oil,North Sea Oil,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,1969,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
greenland_home_rule,Greenland Home Rule,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
iceland_nato,Iceland Nato,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
nordic_welfare_state_model,Nordic Welfare State Model,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
illyrians_celts,Illyrians Celts,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
celts_dacians,Celts Dacians,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
iazyges,Iazyges,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
eastern_roman,Eastern Roman,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
south_slavs_settling,South Slavs Settling,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
serbian_principality,Serbian Principality,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,780,960,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
magyar_raids,Magyar Raids,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,896,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
serbian_grand_principality,Serbian Grand Principality,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1040,1101,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
stefan_nemanja,Stefan Nemanja,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
nemanjic_dynasty,Nemanjic Dynasty,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
principality_of_serbia,Principality Of Serbia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1815,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
serbian_vojvodina,Serbian Vojvodina,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1848,1849,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_serbia,Kingdom Of Serbia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1882,1918,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
albanian_client_state,Albanian Client State,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1941,1944,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
government_of_national_salvation,Government Of National Salvation,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1941,1944,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
kosovo,Kosovo,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
un_kosovo_interim_administration,Un Kosovo Interim Administration,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1999,2008,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
federal_republic_of_yugoslavia,Federal Republic Of Yugoslavia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1992,2003,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
serbia_montenegro,Serbia Montenegro,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,2003,2006,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_serbia,Republic Of Serbia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from serbia panel; appears in 1 panel(s); needs P6.1 enrichment
illyrian_peoples,Illyrian Peoples,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
taurisci_celts,Taurisci Celts,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
celtic_noricum_tribes,Celtic Noricum Tribes,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
emona,Emona,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-14,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
samos_realm,Samos Realm,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
mark_of_carniola,Mark Of Carniola,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,976,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_carinthia,Duchy Of Carinthia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,970,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
aquileian_patriarchate,Aquileian Patriarchate,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
habsburg_austria,Habsburg Austria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
french_illyrian_provinces,French Illyrian Provinces,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1809,1813,,Stub generated from slovenia panel; appears in 1 panel(s); needs P6.1 enrichment
helvetii,Helvetii,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-300,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
raetians,Raetians,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_noricum,Kingdom Of Noricum,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-400,-15,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
taurisci_boii,Taurisci Boii,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
aventicum,Aventicum,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
curia_raetorum,Curia Raetorum,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
vindobona,Vindobona,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,97,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
bavarian_tribal_duchy,Bavarian Tribal Duchy,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,550,788,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_upper_burgundy,Kingdom Of Upper Burgundy,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,888,1032,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
second_burgundian_kingdom,Second Burgundian Kingdom,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,933,1032,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_swabia,Duchy Of Swabia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,909,1268,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_bavaria,Duchy Of Bavaria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,788,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
burgundy_absorbed_into_hre,Burgundy Absorbed Into Hre,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1032,1034,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
zahringen_dynasty,Zahringen Dynasty,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
habsburg_origin,Habsburg Origin,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1020,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
imperial_immediacy_of_forest_cantons,Imperial Immediacy Of Forest Cantons,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1231,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
march_of_austria,March Of Austria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,976,1246,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_austria,Duchy Of Austria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1156,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
savoy_dominance_in_vaud,Savoy Dominance In Vaud,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
old_swiss_confederacy,Old Swiss Confederacy,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1291,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
eight_cantons,Eight Cantons,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1332,1353,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
archduchy_of_austria,Archduchy Of Austria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1358,,,Stub generated from switzerland_austria panel; appears in 1 panel(s); needs P6.1 enrichment
